PooledFundName,PooledFundId,FiscalYear,DonorName,DonorCode,GMSDonorId,GMSDonorName,ContributionAmt,ContributionPercent
South Sudan,19,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,13849160.01,1.12000
Yemen,64,2019,Government of Malaysia,69,69,Malaysia,100000.00,0.01000
Syria Cross border,70,2024,Government of Canada,119,7,Canada,2180538.97,0.19000
Nigeria,75,2026,Government of Germany,7,11,Germany,3567181.93,0.94000
Niger (RhPF-WCA),84,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),589.83,0.00000
Ethiopia,53,2020,Government of Germany,7,11,Germany,19506868.17,1.74000
Lebanon,71,2019,Government of Italy,9,14,Italy,1100110.01,0.35000
Jordan,73,2018,Government of Italy,9,14,Italy,585480.09,0.90000
Syria,62,2019,Government of Spain,15,21,Spain,1659292.03,0.22000
Iraq,72,2016,Government of Canada,119,7,Canada,374930.36,0.10000
South Sudan,19,2026,Sida,20,22,Sweden,2132616.25,0.17000
Nigeria,75,2019,IRISH AID,23,13,Ireland,1136363.64,0.30000
Afghanistan,23,2022,Government of Germany,7,11,Germany,113526680.00,9.56000
South Sudan,19,2020,Government of Ireland,129,13,Ireland,2136176.00,0.17000
Afghanistan,23,2020,Government of Netherlands,11,16,Netherlands,4311804.00,0.36000
South Sudan,19,2012,IRISH AID,23,13,Ireland,2918882.40,0.24000
Somalia,21,2013,African Union,25,1,African Union,1999978.00,0.23000
Haiti,54,2013,Sida,20,22,Sweden,757699.97,0.80000
Nigeria,75,2017,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.26000
Ukraine,81,2022,New Zealand,80,80,New Zealand,1363400.00,0.12000
Ukraine,81,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),253.50,0.00000
Myanmar,59,2009,Sida,20,22,Sweden,1563540.07,0.38000
Pakistan,60,2020,Government of Canada,119,7,Canada,712877.56,0.67000
Yemen,64,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),153652.69,0.01000
Yemen,64,2024,Government of Belgium,4,6,Belgium,5422993.49,0.44000
Yemen,64,2020,Government of Denmark,5,8,Denmark,5699282.24,0.46000
Syria Cross border,70,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,5329153.60,0.46000
Yemen,64,2022,United States,102,102,United States,5000000.00,0.40000
Yemen,64,2016,Government of Spain,15,21,Spain,560538.12,0.05000
Jordan,73,2014,Government of Germany,7,11,Germany,1239157.37,1.90000
Mali (RhPF-WCA),86,2024,Government of Switzerland,16,24,Switzerland,1716390.95,4.58000
Syria,62,2024,Iceland,55,55,Iceland,431447.02,0.06000
Somalia,21,2026,IRISH AID,23,13,Ireland,4683840.75,0.53000
Ethiopia,53,2021,Jersey,120,120,Jersey,132978.73,0.01000
Somalia,21,2020,Government of Germany,7,11,Germany,16149152.00,1.83000
CAR,17,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,8354890.00,2.22000
Somalia,21,2013,IRISH AID,23,13,Ireland,4580190.00,0.52000
South Sudan,19,2012,Government of Australia (Former AusAID),24,3,Australia,9345700.00,0.75000
Yemen,64,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,7913520.18,0.64000
Yemen,64,2017,Government of Cyprus,45,45,Cyprus,11200.00,0.00000
Colombia,52,2010,Government of Spain,15,21,Spain,674763.83,4.47000
Ethiopia,53,2022,New Zealand,80,80,New Zealand,1088150.00,0.10000
oPt,67,2019,Government of Germany,7,11,Germany,12471409.54,2.50000
Syria Cross border,70,2023,United States,102,102,United States,30000000.00,2.61000
Lebanon,71,2023,Government of Switzerland,16,24,Switzerland,5033596.08,1.58000
Lebanon,71,2019,Government of Belgium,4,6,Belgium,1704545.45,0.54000
Nigeria,75,2019,Government of Germany,7,11,Germany,6825938.57,1.80000
Ukraine,81,2023,Lithuania,67,67,Lithuania,164293.54,0.01000
DRC,24,2019,Government of Germany,7,11,Germany,11217000.00,0.74000
Afghanistan,23,2018,Government of Norway,12,17,Norway,2163811.66,0.18000
DRC,24,2012,IRISH AID,23,13,Ireland,8904494.38,0.59000
Pakistan,60,2016,Sida,20,22,Sweden,4480552.04,4.21000
Syria Cross border,70,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,44771663.96,3.90000
Jordan,73,2017,Government of Germany,7,11,Germany,2369668.25,3.63000
Nigeria,75,2017,Government of Denmark,5,8,Denmark,4768187.96,1.26000
Niger (RhPF-WCA),84,2024,Government of Republic of Korea,14,63,Republic of Korea,2000000.00,2.90000
CAR,17,2014,Government of Netherlands,11,16,Netherlands,16688500.00,4.43000
oPt,67,2009,Government of Switzerland,16,24,Switzerland,499500.50,0.10000
oPt,67,2023,Government of Spain,15,21,Spain,903294.37,0.18000
oPt,67,2025,Sida,20,22,Sweden,17439907.13,3.50000
Syria Cross border,70,2023,Greece,53,53,Greece,106269.93,0.01000
Syria,62,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1293661.06,0.17000
Syria,62,2018,Government of Switzerland,16,24,Switzerland,1015228.43,0.13000
Syria,62,2020,Government of Belgium,4,6,Belgium,7600434.31,1.00000
Syria,62,2024,Sida,20,22,Sweden,1325755.58,0.17000
Syria,62,2021,Japan,60,60,Japan,400000.00,0.05000
South Sudan,19,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,8001722.15,0.65000
Nigeria,75,2025,Sida,20,22,Sweden,1889127.60,0.50000
South Sudan,19,2014,Government of Australia,2,3,Australia,7009884.66,0.57000
South Sudan,19,2012,Government of the United Kingdom (Former DFID),19,9,United Kingdom,49695300.00,4.01000
Sudan,15,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),11340.70,0.00000
Yemen,64,2012,Sida,20,22,Sweden,1498231.49,0.12000
Syria Cross border,70,2023,Government of Luxembourg,10,15,Luxembourg,545851.53,0.05000
Sudan,15,2023,Government of Canada,119,7,Canada,6653151.47,0.39000
Sudan,15,2026,United Arab Emirates,101,101,United Arab Emirates,5000000.00,0.30000
Iraq,72,2020,Government of Germany,7,11,Germany,9563069.63,2.53000
Ukraine,81,2023,Government of France,50,50,France,6543075.25,0.58000
Afghanistan,23,2015,Government of Denmark,5,8,Denmark,3116235.59,0.26000
Sudan,15,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,23319400.00,1.38000
CAR,17,2014,Sida,20,22,Sweden,3667225.15,0.97000
DRC,24,2015,Sida,20,22,Sweden,9912246.17,0.65000
Haiti,54,2010,Government of France,50,50,France,6747638.33,7.15000
Myanmar,59,2018,New Zealand,80,80,New Zealand,686598.98,0.17000
Afghanistan,23,2025,Government of Canada,119,7,Canada,2838181.28,0.24000
Yemen,64,2022,Government of Luxembourg,10,15,Luxembourg,380434.78,0.03000
Yemen,64,2024,Estonia,49,49,Estonia,32822.76,0.00000
CAR,17,2025,Jersey,120,120,Jersey,236742.43,0.06000
Mozambique (RhPF),89,2025,IRISH AID,23,13,Ireland,1173708.92,1.29000
DRC,24,2014,Government of Belgium,4,6,Belgium,6255700.00,0.41000
Somalia,21,2020,Government of Canada,119,7,Canada,2507032.01,0.28000
Afghanistan,23,2022,Government of Croatia,1001,156,Croatia,100000.00,0.01000
Afghanistan,23,2021,Government of Cyprus,45,45,Cyprus,57176.30,0.00000
South Sudan,19,2017,Government of Luxembourg,10,15,Luxembourg,266125.01,0.02000
Afghanistan,23,2020,Sida,20,22,Sweden,5905469.88,0.50000
Syria Cross border,70,2014,Sida,20,22,Sweden,1982389.18,0.17000
Lebanon,71,2020,Slovakia,94,94,Slovakia,117647.06,0.04000
Haiti (RhPF-LAC),88,2024,Government of Luxembourg,10,15,Luxembourg,263713.08,0.19000
DRC,24,2025,Sida,20,22,Sweden,3977110.74,0.26000
Burkina Faso (RhPF-WCA),85,2023,Government of Germany,7,11,Germany,2440924.17,2.59000
Ethiopia,53,2018,Government of Germany,7,11,Germany,14883567.30,1.33000
CAR,17,2015,IRISH AID,23,13,Ireland,3255570.00,0.86000
Somalia,21,2018,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),100158.68,0.01000
South Sudan,19,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),8882.52,0.00000
Afghanistan,23,2026,Government of Australia,2,3,Australia,6342120.68,0.53000
oPt,67,2019,Government of Italy,9,14,Italy,550055.01,0.11000
Syria Cross border,70,2021,Government of Germany,7,11,Germany,64405096.57,5.60000
CAR,17,2022,Government of Canada,119,7,Canada,2232216.56,0.59000
CAR,17,2023,Government of Luxembourg,10,15,Luxembourg,329140.20,0.09000
oPt,67,2013,Government of Norway,12,17,Norway,1614481.51,0.32000
Syria Cross border,70,2015,Government of Spain,15,21,Spain,546448.09,0.05000
Syria Cross border,70,2024,Government of Netherlands,11,16,Netherlands,8574490.89,0.75000
Lebanon,71,2014,Government of Denmark,5,8,Denmark,1004049.67,0.32000
Lebanon,71,2024,Government of Canada,119,7,Canada,726846.32,0.23000
DRC,24,2024,Government of Luxembourg,10,15,Luxembourg,273522.98,0.02000
Nigeria,75,2017,Private Contributions,1011,,Private Contributions,24982.50,0.01000
Somalia,21,2022,Government of Norway,12,17,Norway,7790358.44,0.88000
Somalia,21,2018,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.06000
DRC,24,2010,Government of the United Kingdom (Former DFID),19,9,United Kingdom,78399500.00,5.17000
Sudan,15,2011,Sida,20,22,Sweden,28378774.59,1.68000
South Sudan,19,2018,Sida,20,22,Sweden,9487464.13,0.76000
Myanmar,59,2019,New Zealand,80,80,New Zealand,962438.06,0.23000
Venezuela,83,2020,Government of Switzerland,16,24,Switzerland,489130.43,0.63000
Syria,62,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,8571428.57,1.13000
Syria,62,2019,Government of Switzerland,16,24,Switzerland,3290195.19,0.43000
Syria,62,2025,Government of Switzerland,16,24,Switzerland,3329176.63,0.44000
Syria,62,2020,Government of Italy,9,14,Italy,1173708.92,0.15000
South Sudan,19,2024,Government of Canada,119,7,Canada,2543193.74,0.21000
Ukraine,81,2026,Private Contributions,1011,,Private Contributions,10000.00,0.00000
Yemen,64,2025,Jersey,120,120,Jersey,236742.43,0.02000
oPt,67,2026,IRISH AID,23,13,Ireland,4613583.14,0.92000
Syria Cross border,70,2023,PRIVATE SECTOR,17,19,PRIVATE SECTOR,10000.00,0.00000
Mali (RhPF-WCA),86,2023,Government of Germany,7,11,Germany,3791434.29,10.11000
Colombia (RhPF-LAC),87,2024,Government of Switzerland,16,24,Switzerland,453001.13,0.42000
DRC,24,2024,Government of Norway,12,17,Norway,846532.74,0.06000
South Sudan,19,2023,Government of Ireland,129,13,Ireland,2998041.00,0.24000
Afghanistan,23,2019,Sida,20,22,Sweden,9345093.06,0.79000
CAR,17,2021,USAID,251,102,United States,3000000.00,0.80000
Afghanistan,23,2018,Qatar Fund for Development,130,87,Qatar,999960.00,0.08000
Sudan,15,2022,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,2937120.00,0.17000
Myanmar,59,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,642673.52,0.16000
Nigeria,75,2023,Government of Canada,119,7,Canada,1858542.61,0.49000
Nigeria,75,2023,Government of Switzerland,16,24,Switzerland,1102535.83,0.29000
Ukraine,81,2024,Iceland,55,55,Iceland,714816.72,0.06000
Ukraine,81,2026,New Zealand,80,80,New Zealand,2861880.51,0.26000
oPt,67,2013,Government of Switzerland,16,24,Switzerland,2375422.77,0.48000
oPt,67,2020,Government of Germany,7,11,Germany,13822511.10,2.77000
Syria Cross border,70,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),2593.50,0.00000
Syria Cross border,70,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,12911604.29,1.12000
Jordan,73,2019,Government of Belgium,4,6,Belgium,1136363.64,1.74000
Mali (RhPF-WCA),86,2023,Government of Norway,12,17,Norway,2090504.67,5.57000
Somalia,21,2017,Government of Azerbaijan,3,5,Azerbaijan,12500.00,0.00000
Somalia,21,2020,Government of Netherlands,11,16,Netherlands,6050848.80,0.69000
South Sudan,19,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,52844750.00,4.26000
Somalia,21,2015,Sida,20,22,Sweden,7055405.17,0.80000
Afghanistan,23,2026,Government of Germany,7,11,Germany,7962529.27,0.67000
oPt,67,2018,Government of Spain,15,21,Spain,707547.17,0.14000
CAR,17,2023,Government of Canada,119,7,Canada,1480497.74,0.39000
Jordan,73,2014,India,56,56,India,500000.00,0.77000
Jordan,73,2020,Government of Canada,119,7,Canada,734873.73,1.13000
Syria,62,2015,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.07000
Syria,62,2018,Government of Belgium,4,6,Belgium,8950617.29,1.18000
South Sudan,19,2021,Government of Luxembourg,10,15,Luxembourg,365175.90,0.03000
CAR,17,2014,IRISH AID,23,13,Ireland,3988740.00,1.06000
Sudan,15,2009,IRISH AID,23,13,Ireland,1480372.00,0.09000
Myanmar,59,2018,Malta,71,71,Malta,31055.90,0.01000
Myanmar,59,2021,Government of Republic of Korea,14,63,Republic of Korea,300000.00,0.07000
Syria Cross border,70,2016,Government of Spain,15,21,Spain,560538.12,0.05000
Chad (RhPF-WCA),90,2024,Government of Germany,7,11,Germany,4047840.70,3.47000
Burkina Faso (RhPF-WCA),85,2024,Government of Norway,12,17,Norway,705443.95,0.75000
Sudan,15,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,17299900.00,1.02000
CAR,17,2017,Sida,20,22,Sweden,2891590.85,0.77000
CAR,17,2022,USAID,251,102,United States,6000000.00,1.59000
Afghanistan,23,2019,Qatar Fund for Development,130,87,Qatar,999960.00,0.08000
Haiti,54,2010,Algeria,27,27,Algeria,500000.00,0.53000
Colombia (RhPF-LAC),87,2025,Sida,20,22,Sweden,497138.84,0.47000
Burkina Faso (RhPF-WCA),85,2023,Government of Canada,119,7,Canada,1115125.56,1.18000
Mozambique (RhPF),89,2026,United States,102,102,United States,80000000.00,87.64000
Syria,62,2023,Brunei Darussalam,37,37,Brunei Darussalam,19007.15,0.00000
Syria,62,2021,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.13000
Nigeria,75,2025,Private Contributions,1011,,Private Contributions,1000000.00,0.26000
Ukraine,81,2023,Estonia,49,49,Estonia,107874.87,0.01000
Venezuela,83,2023,Government of Canada,119,7,Canada,1486834.08,1.90000
DRC,24,2015,Government of Netherlands,11,16,Netherlands,2232000.00,0.15000
DRC,24,2021,Government of Netherlands,11,16,Netherlands,7247790.00,0.48000
South Sudan,19,2012,Sida,20,22,Sweden,19082324.30,1.54000
Afghanistan,23,2024,Government of Netherlands,11,16,Netherlands,16077170.42,1.35000
Syria Cross border,70,2019,Government of Canada,119,7,Canada,1879910.35,0.16000
Lebanon,71,2026,Government of Luxembourg,10,15,Luxembourg,345622.12,0.11000
Colombia (RhPF-LAC),87,2025,EUROPEAN UNION,105,105,European Commission,557413.60,0.52000
Ukraine,81,2025,Government of France,50,50,France,585480.09,0.05000
South Sudan,19,2017,Government of Australia,2,3,Australia,7684563.27,0.62000
DRC,24,2022,Government of Belgium,4,6,Belgium,9402598.00,0.62000
South Sudan,19,2013,Government of Australia (Former AusAID),24,3,Australia,4816300.00,0.39000
Haiti,54,2010,IRISH AID,23,13,Ireland,127064.80,0.13000
Syria Cross border,70,2018,Government of Denmark,5,8,Denmark,4040857.22,0.35000
Lebanon,71,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),39649.68,0.01000
Jordan,73,2022,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),748.28,0.00000
DRC,24,2023,Government of France,50,50,France,545256.27,0.04000
Sudan,15,2025,EUROPEAN UNION,105,105,European Commission,6688963.21,0.40000
South Sudan,19,2025,Government of Switzerland,16,24,Switzerland,1251564.46,0.10000
Burkina Faso (RhPF-WCA),85,2023,Government of Norway,12,17,Norway,1275312.83,1.35000
CAR,17,2016,Government of Belgium,4,6,Belgium,4435023.43,1.18000
DRC,24,2023,Sida,20,22,Sweden,3834280.79,0.25000
Sudan,15,2011,Government of Australia (Former AusAID),24,3,Australia,4062400.00,0.24000
Yemen,64,2023,Government of Azerbaijan,3,5,Azerbaijan,29978.00,0.00000
Lebanon,71,2018,Iceland,55,55,Iceland,251990.73,0.08000
Syria,62,2023,Government of the United Kingdom (Former DFID),19,9,United Kingdom,11240931.72,1.48000
Syria,62,2024,Government of Belgium,4,6,Belgium,7592190.89,1.00000
Syria,62,2025,Government of Germany,7,11,Germany,1173708.92,0.15000
Ukraine,81,2022,Government of Germany,7,11,Germany,62100528.23,5.54000
Ukraine,81,2022,Government of Denmark,5,8,Denmark,9551081.10,0.85000
Burkina Faso (RhPF-WCA),85,2025,Government of Denmark,5,8,Denmark,501331.40,0.53000
Ethiopia,53,2025,Government of Denmark,5,8,Denmark,4707842.29,0.42000
Somalia,21,2017,Government of Australia,2,3,Australia,7355825.28,0.83000
South Sudan,19,2020,Government of Luxembourg,10,15,Luxembourg,414332.80,0.03000
Sudan,15,2011,Government of Norway,12,17,Norway,22753441.25,1.35000
Haiti,54,2010,Kenya,62,62,Kenya,1987.33,0.00000
Myanmar,59,2015,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1626162.39,0.40000
Myanmar,59,2026,Sida,20,22,Sweden,2239247.06,0.55000
Ethiopia,53,2023,Government of Norway,12,17,Norway,4536080.20,0.40000
Mali (RhPF-WCA),86,2023,Government of Canada,119,7,Canada,1486834.08,3.96000
Somalia,21,2025,Government of Canada,119,7,Canada,3635121.09,0.41000
Nigeria,75,2019,Government of Spain,15,21,Spain,287026.41,0.08000
Colombia,52,2016,Sida,20,22,Sweden,484384.00,3.21000
Burkina Faso (RhPF-WCA),85,2021,Government of Belgium,4,6,Belgium,3537735.85,3.76000
Niger (RhPF-WCA),84,2026,Iceland,55,55,Iceland,121519.28,0.18000
Afghanistan,23,2021,Government of Australia,2,3,Australia,1572815.00,0.13000
Sudan,15,2012,Government of Netherlands,11,16,Netherlands,5000000.00,0.30000
South Sudan,19,2016,Government of the United Kingdom (Former DFID),19,9,United Kingdom,19528500.00,1.57000
Somalia,21,2023,Sida,20,22,Sweden,2875710.59,0.33000
Yemen,64,2018,IRISH AID,23,13,Ireland,6075928.03,0.49000
Yemen,64,2024,Japan,60,60,Japan,300000.00,0.02000
Venezuela,83,2023,Government of Spain,15,21,Spain,2042717.92,2.62000
oPt,67,2026,Government of Poland,13,18,Poland,1083130.25,0.22000
oPt,67,2026,Government of Denmark,5,8,Denmark,6114338.12,1.23000
Syria,62,2018,Government of Luxembourg,10,15,Luxembourg,370370.37,0.05000
South Sudan,19,2024,Jersey,120,120,Jersey,238549.62,0.02000
Nigeria,75,2018,IRISH AID,23,13,Ireland,2285714.29,0.60000
Nigeria,75,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.11000
DRC,24,2018,Government of Belgium,4,6,Belgium,5450550.00,0.36000
CAR,17,2019,Government of Germany,7,11,Germany,5599500.00,1.49000
Somalia,21,2017,IRISH AID,23,13,Ireland,3194392.00,0.36000
Sudan,15,2012,Government of Australia (Former AusAID),24,3,Australia,2121600.00,0.13000
Pakistan,60,2017,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),887.25,0.00000
Yemen,64,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),19007.47,0.00000
oPt,67,2015,Government of Germany,7,11,Germany,1639344.26,0.33000
Syria Cross border,70,2023,Austria,31,31,Austria,1072961.37,0.09000
Syria,62,2018,Iceland,55,55,Iceland,251990.73,0.03000
Syria,62,2025,Government of Spain,15,21,Spain,1986379.11,0.26000
Niger (RhPF-WCA),84,2024,Government of Switzerland,16,24,Switzerland,1732101.62,2.51000
South Sudan,19,2017,Government of Denmark,5,8,Denmark,4757373.93,0.38000
CAR,17,2016,Government of Germany,7,11,Germany,4278900.00,1.14000
Somalia,21,2020,IRISH AID,23,13,Ireland,3204276.00,0.36000
Haiti,54,2010,Madagascar,68,68,Madagascar,5000.00,0.01000
Myanmar,59,2019,Government of Switzerland,16,24,Switzerland,813008.13,0.20000
Afghanistan,23,2025,Portugal,86,86,Portugal,70422.54,0.01000
Ethiopia,53,2014,Government of Norway,12,17,Norway,688136.53,0.06000
oPt,67,2018,Government of Australia,2,3,Australia,7466117.50,1.50000
oPt,67,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,17799617.80,3.57000
Sudan,15,2026,Government of Poland,13,18,Poland,1092906.92,0.06000
Syria,62,2015,Government of Spain,15,21,Spain,546448.09,0.07000
Somalia,21,2024,Government of Denmark,5,8,Denmark,5500916.43,0.62000
South Sudan,19,2025,Sida,20,22,Sweden,2982833.06,0.24000
CAR,17,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.11000
Sudan,15,2023,USAID,251,102,United States,23000000.00,1.36000
Somalia,21,2013,Government of Australia (Former AusAID),24,3,Australia,3689200.00,0.42000
oPt,67,2014,Government of Switzerland,16,24,Switzerland,2711434.72,0.54000
oPt,67,2024,Government of the United Kingdom (Former DFID),19,9,United Kingdom,15234966.34,3.05000
Syria Cross border,70,2022,Government of France,50,50,France,11312603.09,0.98000
Sudan,15,2026,Government of Germany,7,11,Germany,5884679.03,0.35000
Nigeria,75,2022,Government of Switzerland,16,24,Switzerland,1006036.22,0.27000
Nigeria,75,2023,Government of Germany,7,11,Germany,3262391.86,0.86000
Ukraine,81,2022,PRIVATE SECTOR,17,19,PRIVATE SECTOR,24310.23,0.00000
Burkina Faso (RhPF-WCA),85,2021,Government of Netherlands,11,16,Netherlands,5733944.95,6.09000
Ethiopia,53,2026,Japan,60,60,Japan,333333.00,0.03000
Afghanistan,23,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,25881600.00,2.18000
South Sudan,19,2022,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,3017342.00,0.24000
Yemen,64,2010,Government of the United Kingdom (Former DFID),19,9,United Kingdom,792393.03,0.06000
Yemen,64,2019,Government of Netherlands,11,16,Netherlands,12922333.70,1.04000
Yemen,64,2023,Government of Denmark,5,8,Denmark,5690403.14,0.46000
Syria Cross border,70,2019,Sida,20,22,Sweden,6363099.47,0.55000
Syria Cross border,70,2023,Mexico,73,73,Mexico,6000000.00,0.52000
Lebanon,71,2024,Sida,20,22,Sweden,3817753.65,1.20000
Syria,62,2017,Government of Belgium,4,6,Belgium,8549528.30,1.13000
Syria,62,2026,Government of Canada,119,7,Canada,2548011.62,0.34000
South Sudan,19,2024,IRISH AID,23,13,Ireland,4329004.33,0.35000
Ukraine,81,2023,Bulgaria,581,145,Bulgaria,52742.62,0.00000
CAR,17,2019,Government of Republic of Korea,14,63,Republic of Korea,200000.00,0.05000
Afghanistan,23,2019,Government of Switzerland,16,24,Switzerland,599965.00,0.05000
Yemen,64,2017,Government of Belgium,4,6,Belgium,4716981.13,0.38000
oPt,67,2025,Government of Denmark,5,8,Denmark,6291866.16,1.26000
Jordan,73,2014,Sida,20,22,Sweden,660796.39,1.01000
Jordan,73,2021,Government of Germany,7,11,Germany,2344665.89,3.59000
Mali (RhPF-WCA),86,2024,Government of Norway,12,17,Norway,752473.55,2.01000
DRC,24,2025,Government of Denmark,5,8,Denmark,5463690.83,0.36000
Iraq,72,2016,Government of Denmark,5,8,Denmark,3553457.72,0.94000
Iraq,72,2021,Sida,20,22,Sweden,804583.59,0.21000
Niger (RhPF-WCA),84,2022,IRISH AID,23,13,Ireland,1066098.08,1.55000
Ethiopia,53,2021,Government of Italy,9,14,Italy,582750.58,0.05000
DRC,24,2019,Government of Belgium,4,6,Belgium,6168071.00,0.41000
CAR,17,2018,Government of Luxembourg,10,15,Luxembourg,370535.10,0.10000
DRC,24,2009,Government of Luxembourg,10,15,Luxembourg,658761.53,0.04000
Yemen,64,2018,Government of Montenegro,114,114,Montenegro,12345.68,0.00000
oPt,67,2022,Iceland,55,55,Iceland,192618.85,0.04000
oPt,67,2008,Government of Norway,12,17,Norway,713840.03,0.14000
oPt,67,2021,Sida,20,22,Sweden,2298810.26,0.46000
Sudan,15,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),100135.74,0.01000
Nigeria,75,2017,Government of Spain,15,21,Spain,597371.56,0.16000
Ukraine,81,2021,Government of Republic of Korea,14,63,Republic of Korea,400000.00,0.04000
Afghanistan,23,2016,Government of Australia,2,3,Australia,5848785.38,0.49000
Somalia,21,2020,Government of Denmark,5,8,Denmark,2979554.45,0.34000
Afghanistan,23,2023,Government of Italy,9,14,Italy,5346543.27,0.45000
South Sudan,19,2021,Sida,20,22,Sweden,3793036.60,0.31000
Myanmar,59,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1930501.93,0.47000
Afghanistan,23,2025,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.08000
Ethiopia,53,2023,Government of Denmark,5,8,Denmark,4747534.13,0.42000
Ethiopia,53,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),14678.81,0.00000
Lebanon,71,2026,Government of Cyprus,45,45,Cyprus,115482.23,0.04000
Pakistan (AP-RHPF),97,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,657894.74,56.12000
Iraq,72,2016,United States,102,102,United States,5000000.00,1.32000
Iraq,72,2016,Government of Norway,12,17,Norway,4338306.74,1.15000
Nigeria,75,2020,Sida,20,22,Sweden,1992469.39,0.53000
Ethiopia,53,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,25512640.01,2.28000
South Sudan,19,2017,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.08000
Myanmar,59,2022,New Zealand,80,80,New Zealand,1709950.00,0.42000
Myanmar,59,2026,Government of Finland,6,10,Finland,3460207.61,0.84000
Yemen,64,2022,Jersey,120,120,Jersey,134048.26,0.01000
Lebanon,71,2024,Government of Switzerland,16,24,Switzerland,5863526.80,1.84000
Syria,62,2022,Government of Canada,119,7,Canada,3191928.25,0.42000
Iraq,72,2020,IRISH AID,23,13,Ireland,1102535.83,0.29000
Afghanistan,23,2022,Government of Australia,2,3,Australia,13899489.03,1.17000
South Sudan,19,2019,Government of Belgium,4,6,Belgium,3376500.00,0.27000
Somalia,21,2014,Government of Denmark,5,8,Denmark,5602588.94,0.64000
Somalia,21,2019,Government of Norway,12,17,Norway,5569084.60,0.63000
Somalia,21,2016,Swiss Agency for Development and Cooperation,22,24,Switzerland,1509813.79,0.17000
Yemen,64,2023,Japan,60,60,Japan,335240.00,0.03000
CAR,17,2023,Government of Switzerland,16,24,Switzerland,1230226.68,0.33000
Lebanon,71,2022,Iceland,55,55,Iceland,194507.12,0.06000
Burkina Faso (RhPF-WCA),85,2026,Government of Belgium,4,6,Belgium,3512880.56,3.73000
Ethiopia,53,2009,Government of Italy,9,14,Italy,1010101.00,0.09000
Ethiopia,53,2011,Government of Spain,15,21,Spain,682128.24,0.06000
Sudan,15,2013,Government of Denmark,5,8,Denmark,3575898.44,0.21000
Afghanistan,23,2023,Government of Germany,7,11,Germany,10680933.26,0.90000
Somalia,21,2010,Government of Netherlands,11,16,Netherlands,9042657.00,1.02000
DRC,24,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,30133044.90,1.99000
Afghanistan,23,2023,Government of Denmark,5,8,Denmark,2190592.02,0.18000
Yemen,64,2019,Government of Canada,119,7,Canada,5250119.36,0.42000
Syria Cross border,70,2014,Government of Switzerland,16,24,Switzerland,1828456.84,0.16000
Syria Cross border,70,2021,Government of Belgium,4,6,Belgium,4878048.78,0.42000
Chad (RhPF-WCA),90,2026,Government of Norway,12,17,Norway,216843.35,0.19000
Ukraine,81,2022,IRISH AID,23,13,Ireland,3285870.76,0.29000
Ethiopia,53,2022,Sida,20,22,Sweden,6172551.99,0.55000
