PooledFundName,PooledFundId,FiscalYear,DonorName,DonorCode,GMSDonorId,GMSDonorName,ContributionAmt,ContributionPercent
South Sudan,19,2020,Government of Netherlands,11,16,Netherlands,11210196.10,0.90000
CAR,17,2018,Government of Switzerland,16,24,Switzerland,1511182.75,0.40000
Somalia,21,2011,IRISH AID,23,13,Ireland,3403842.89,0.39000
Myanmar,59,2018,Government of Luxembourg,10,15,Luxembourg,370370.37,0.09000
Yemen,64,2018,Malta,71,71,Malta,34722.22,0.00000
Yemen,64,2020,Lithuania,67,67,Lithuania,115711.00,0.01000
South Sudan,19,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3787878.79,0.31000
Burkina Faso (RhPF-WCA),85,2023,Government of France,50,50,France,654307.52,0.70000
Yemen,64,2021,Jersey,120,120,Jersey,488826.82,0.04000
Syria Cross border,70,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,51001903.35,4.44000
Syria Cross border,70,2023,Government of Italy,9,14,Italy,6017505.47,0.52000
Syria,62,2017,Government of Norway,12,17,Norway,5806198.19,0.76000
Syria,62,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.05000
Syria,62,2023,Government of Canada,119,7,Canada,1490435.67,0.20000
DRC,24,2022,Government of Germany,7,11,Germany,17426721.51,1.15000
Somalia,21,2011,Government of Norway,12,17,Norway,15659747.91,1.77000
Somalia,21,2019,Sida,20,22,Sweden,8618021.64,0.98000
Haiti,54,2010,Equatorial Guinea,48,48,Equatorial Guinea,1999977.00,2.12000
Myanmar,59,2008,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1086956.52,0.27000
Myanmar,59,2019,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3152585.12,0.77000
Yemen,64,2018,Government of Norway,12,17,Norway,4320200.43,0.35000
Lebanon,71,2021,Government of Canada,119,7,Canada,796720.70,0.25000
DRC,24,2026,IRISH AID,23,13,Ireland,4651162.79,0.31000
Syria,62,2022,Government of Italy,9,14,Italy,3086419.75,0.41000
Nigeria,75,2024,Government of Belgium,4,6,Belgium,2169197.40,0.57000
CAR,17,2020,Government of Canada,119,7,Canada,1445082.60,0.38000
South Sudan,19,2017,Swiss Agency for Development and Cooperation,22,24,Switzerland,1734705.63,0.14000
Haiti,54,2008,Sida,20,22,Sweden,2418250.06,2.56000
Haiti,54,2010,Uganda,100,100,Uganda,100000.00,0.11000
Myanmar,59,2018,Government of Canada,119,7,Canada,773961.83,0.19000
Yemen,64,2015,Government of Denmark,5,8,Denmark,3009905.62,0.24000
Sudan,15,2025,Government of France,50,50,France,585480.09,0.03000
Syria,62,2022,Government of Norway,12,17,Norway,7813104.39,1.03000
Ukraine,81,2024,United States,102,102,United States,22000000.00,1.96000
Pakistan,60,2010,Government of Azerbaijan,3,5,Azerbaijan,1999956.00,1.88000
CAR,17,2024,Government of Switzerland,16,24,Switzerland,1104972.38,0.29000
Jordan,73,2016,Sida,20,22,Sweden,1210960.01,1.86000
Nigeria,75,2021,Sida,20,22,Sweden,2528691.28,0.67000
Venezuela,83,2023,Government of Switzerland,16,24,Switzerland,654307.52,0.84000
Venezuela,83,2023,Portugal,86,86,Portugal,107874.87,0.14000
Burkina Faso (RhPF-WCA),85,2024,Government of Luxembourg,10,15,Luxembourg,537236.06,0.57000
Ethiopia,53,2015,Government of Denmark,5,8,Denmark,2928684.34,0.26000
Myanmar,59,2026,Government of Australia,2,3,Australia,6686598.93,1.63000
Yemen,64,2022,Government of Germany,7,11,Germany,33717874.29,2.71000
Yemen,64,2015,IRISH AID,23,13,Ireland,1710741.05,0.14000
Yemen,64,2026,Saudi Arabia,91,91,Saudi Arabia,3000000.00,0.24000
oPt,67,2025,PRIVATE SECTOR,17,19,PRIVATE SECTOR,2060427.51,0.41000
Mali (RhPF-WCA),86,2026,Government of Denmark,5,8,Denmark,1046838.10,2.79000
Sudan,15,2023,Government of Switzerland,16,24,Switzerland,7154394.38,0.42000
Sudan,15,2023,IRISH AID,23,13,Ireland,1108647.45,0.07000
Somalia,21,2024,Government of Luxembourg,10,15,Luxembourg,273522.98,0.03000
Ethiopia,53,2016,Government of Switzerland,16,24,Switzerland,1656254.07,0.15000
Ethiopia,53,2017,Government of Germany,7,11,Germany,18851992.52,1.68000
South Sudan,19,2023,Government of Germany,7,11,Germany,9720599.08,0.78000
Haiti,54,2013,Private Contributions,1011,,Private Contributions,200.00,0.00000
Myanmar,59,2013,Sida,20,22,Sweden,757699.97,0.18000
Yemen,64,2018,Government of Switzerland,16,24,Switzerland,3544189.77,0.28000
Syria,62,2019,Government of Denmark,5,8,Denmark,5310669.27,0.70000
Syria,62,2021,Sida,20,22,Sweden,4597620.51,0.61000
Somalia,21,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1356852.10,0.15000
Venezuela,83,2024,Government of Canada,119,7,Canada,1453692.65,1.86000
Burkina Faso (RhPF-WCA),85,2022,Government of France,50,50,France,525210.08,0.56000
oPt,67,2026,Austria,31,31,Austria,3488372.09,0.70000
Sudan,15,2024,Government of Australia,2,3,Australia,11276859.56,0.67000
Sudan,15,2026,Sida,20,22,Sweden,3198924.38,0.19000
Syria,62,2022,Jersey,120,120,Jersey,196335.08,0.03000
Iraq,72,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4675901.75,1.24000
Somalia,21,2025,Government of Netherlands,11,16,Netherlands,9585607.56,1.09000
Colombia,52,2010,Sida,20,22,Sweden,437849.97,2.90000
Burkina Faso (RhPF-WCA),85,2021,Government of Denmark,5,8,Denmark,5356371.69,5.69000
Niger (RhPF-WCA),84,2022,Government of Canada,119,7,Canada,797982.06,1.16000
Ethiopia,53,2023,Government of Luxembourg,10,15,Luxembourg,327510.92,0.03000
Ethiopia,53,2023,Estonia,49,49,Estonia,21574.97,0.00000
CAR,17,2021,Government of Canada,119,7,Canada,2500032.70,0.66000
Afghanistan,23,2017,Government of Republic of Korea,14,63,Republic of Korea,5899513.00,0.50000
Syria Cross border,70,2018,Government of France,50,50,France,5867262.50,0.51000
Asia Pacific Regional Envelope (RHPF-AP),501,2026,Government of Australia,2,3,Australia,1464700.86,41.96000
Sudan,15,2023,Government of Norway,12,17,Norway,2894779.50,0.17000
Syria,62,2019,Government of Netherlands,11,16,Netherlands,5406911.93,0.71000
Nigeria,75,2020,Government of Netherlands,11,16,Netherlands,4912663.76,1.30000
Ethiopia,53,2006,Government of Switzerland,16,24,Switzerland,247934.00,0.02000
Ethiopia,53,2017,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),950.63,0.00000
Yemen,64,2020,Government of Azerbaijan,3,5,Azerbaijan,25000.00,0.00000
oPt,67,2014,IRISH AID,23,13,Ireland,133689.84,0.03000
oPt,67,2021,Government of Germany,7,11,Germany,12651831.99,2.54000
Syria Cross border,70,2023,Government of Republic of Korea,14,63,Republic of Korea,1000000.00,0.09000
Colombia (RhPF-LAC),87,2026,Government of Spain,15,21,Spain,585480.09,0.55000
Iraq,72,2016,IRISH AID,23,13,Ireland,2733811.93,0.72000
Somalia,21,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4083774.79,0.46000
Ukraine,81,2023,Government of Switzerland,16,24,Switzerland,6585224.05,0.59000
Ethiopia,53,2011,Government of Norway,12,17,Norway,2120038.32,0.19000
Ethiopia,53,2014,Sida,20,22,Sweden,3450492.92,0.31000
Somalia,21,2011,Government of Poland,13,18,Poland,297920.51,0.03000
Afghanistan,23,2020,Government of the United Kingdom (Former DFID),19,9,United Kingdom,29010900.00,2.44000
Sudan,15,2015,Sida,20,22,Sweden,6336249.86,0.38000
oPt,67,2015,Government of Spain,15,21,Spain,546448.09,0.11000
oPt,67,2024,Government of Belgium,4,6,Belgium,4338394.79,0.87000
Syria,62,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,5056890.01,0.67000
Nigeria,75,2021,Government of Norway,12,17,Norway,1818792.71,0.48000
Ukraine,81,2022,Government of Spain,15,21,Spain,5376344.09,0.48000
Venezuela,83,2026,Government of Switzerland,16,24,Switzerland,750938.67,0.96000
Somalia,21,2014,Government of Netherlands,11,16,Netherlands,1268400.00,0.14000
South Sudan,19,2016,Government of Norway,12,17,Norway,8131707.43,0.66000
CAR,17,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3332.55,0.00000
Haiti,54,2010,North Macedonia,1035,104,"Macedonia, The former Yugoslav Republic of",90000.00,0.10000
Myanmar,59,2021,Sida,20,22,Sweden,1609167.18,0.39000
Pakistan,60,2012,Government of Norway,12,17,Norway,874283.76,0.82000
Venezuela,83,2020,Government of Spain,15,21,Spain,59737.16,0.08000
Lebanon,71,2017,IRISH AID,23,13,Ireland,1600853.79,0.50000
Lebanon,71,2024,Government of Germany,7,11,Germany,32763462.74,10.30000
Sudan,15,2024,Government of Republic of Korea,14,63,Republic of Korea,5000000.00,0.30000
Syria,62,2020,Government of Netherlands,11,16,Netherlands,3711790.39,0.49000
Iraq,72,2016,Sida,20,22,Sweden,3791365.79,1.00000
Ukraine,81,2022,Slovenia,95,95,Slovenia,219058.05,0.02000
DRC,24,2014,Government of Luxembourg,10,15,Luxembourg,344025.01,0.02000
Sudan,15,2019,USAID,251,102,United States,8000000.00,0.47000
Yemen,64,2018,Saudi Arabia,91,91,Saudi Arabia,25000000.00,2.01000
Yemen,64,2023,Sida,20,22,Sweden,4780639.00,0.38000
oPt,67,2024,PRIVATE SECTOR,17,19,PRIVATE SECTOR,11412.24,0.00000
Venezuela,83,2026,Government of Germany,7,11,Germany,6899297.42,8.83000
Ethiopia,53,2010,Government of Norway,12,17,Norway,747030.74,0.07000
Ethiopia,53,2017,Government of Switzerland,16,24,Switzerland,2099093.43,0.19000
South Sudan,19,2018,Government of Australia,2,3,Australia,2580188.41,0.21000
Afghanistan,23,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,24011950.00,2.02000
Afghanistan,23,2022,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),174365.99,0.01000
Myanmar,59,2021,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),6654.08,0.00000
Myanmar,59,2024,IRISH AID,23,13,Ireland,1072961.37,0.26000
Yemen,64,2022,Government of Canada,119,7,Canada,7497185.43,0.60000
Syria Cross border,70,2018,Government of Norway,12,17,Norway,5876509.52,0.51000
Lebanon,71,2024,Government of Republic of Korea,14,63,Republic of Korea,3000000.00,0.94000
Syria,62,2022,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),7187.73,0.00000
Ukraine,81,2021,Sida,20,22,Sweden,344821.54,0.03000
Ukraine,81,2021,Government of Canada,119,7,Canada,1991801.74,0.18000
Ethiopia,53,2018,Sida,20,22,Sweden,6674819.02,0.60000
Afghanistan,23,2021,Government of Canada,119,7,Canada,6488048.01,0.55000
Afghanistan,23,2021,Government of Greece,996,53,Greece,36844.92,0.00000
Afghanistan,23,2021,Government of Iceland,995,55,Iceland,192604.01,0.02000
DRC,24,2018,Government of Norway,12,17,Norway,2088085.04,0.14000
Somalia,21,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,10975300.00,1.24000
DRC,24,2011,Sida,20,22,Sweden,17442675.33,1.15000
Ethiopia,53,2022,IRISH AID,23,13,Ireland,7388542.76,0.66000
Ethiopia,53,2024,Government of Switzerland,16,24,Switzerland,1548387.53,0.14000
Ethiopia,53,2021,Government of France,50,50,France,1219512.20,0.11000
Yemen,64,2021,Government of Belgium,4,6,Belgium,6097560.98,0.49000
oPt,67,2013,IRISH AID,23,13,Ireland,137741.05,0.03000
oPt,67,2020,Government of Norway,12,17,Norway,955257.68,0.19000
Syria Cross border,70,2016,Government of Netherlands,11,16,Netherlands,11098779.14,0.97000
Ukraine,81,2025,IRISH AID,23,13,Ireland,5875440.66,0.52000
Niger (RhPF-WCA),84,2023,Government of Republic of Korea,14,63,Republic of Korea,400000.00,0.58000
Sudan,15,2014,Government of Netherlands,11,16,Netherlands,3154750.00,0.19000
Haiti,54,2011,Congo,1034,43,"Congo, Republic of",400000.00,0.42000
Haiti (RhPF-LAC),88,2025,Malta,71,71,Malta,46838.41,0.03000
Somalia,21,2024,Government of Canada,119,7,Canada,3633133.92,0.41000
Nigeria,75,2024,Government of Germany,7,11,Germany,5632099.01,1.49000
Ethiopia,53,2024,Sida,20,22,Sweden,3862158.71,0.34000
Somalia,21,2014,Government of Finland,6,10,Finland,1860600.00,0.21000
DRC,24,2011,Government of Norway,12,17,Norway,6945282.42,0.46000
DRC,24,2013,Government of Australia (Former AusAID),24,3,Australia,2049400.00,0.14000
South Sudan,19,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),17899.05,0.00000
Yemen,64,2023,Iceland,55,55,Iceland,183136.77,0.01000
oPt,67,2025,Government of Netherlands,11,16,Netherlands,16907704.72,3.39000
Ethiopia,53,2024,Government of Germany,7,11,Germany,15960974.51,1.42000
Ethiopia,53,2011,Government of Switzerland,16,24,Switzerland,1783534.21,0.16000
Syria Cross border,70,2024,Government of Switzerland,16,24,Switzerland,4476984.44,0.39000
Syria Cross border,70,2025,Government of Germany,7,11,Germany,3125000.00,0.27000
Lebanon,71,2027,Government of Switzerland,16,24,Switzerland,1111111.11,0.35000
DRC,24,2024,Sida,20,22,Sweden,4827698.39,0.32000
Burkina Faso (RhPF-WCA),85,2023,Government of Belgium,4,6,Belgium,3236245.95,3.44000
Burkina Faso (RhPF-WCA),85,2024,Government of Germany,7,11,Germany,1474187.97,1.57000
CAR,17,2017,Government of Denmark,5,8,Denmark,2869852.20,0.76000
South Sudan,19,2020,Government of Denmark,5,8,Denmark,4462703.18,0.36000
Sudan,15,2015,Government of Germany,7,11,Germany,1091580.00,0.06000
Sudan,15,2023,Sida,20,22,Sweden,6595565.84,0.39000
Yemen,64,2020,Government of Belgium,4,6,Belgium,5428881.65,0.44000
Syria Cross border,70,2023,Government of Switzerland,16,24,Switzerland,3329736.32,0.29000
Lebanon,71,2022,Government of Switzerland,16,24,Switzerland,1447236.18,0.46000
Lebanon,71,2026,Government of the United Kingdom (Former DFID),19,9,United Kingdom,5347593.58,1.68000
Mozambique (RhPF),89,2024,Portugal,86,86,Portugal,273522.98,0.30000
Ukraine,81,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,26720691.13,2.39000
Burkina Faso (RhPF-WCA),85,2021,Government of Republic of Korea,14,63,Republic of Korea,750000.00,0.80000
Niger (RhPF-WCA),84,2021,Government of Norway,12,17,Norway,1212528.47,1.76000
DRC,24,2010,Government of Netherlands,11,16,Netherlands,7097902.00,0.47000
Sudan,15,2013,Government of Netherlands,11,16,Netherlands,2250000.00,0.13000
Sudan,15,2009,Government of the United Kingdom (Former DFID),19,9,United Kingdom,60100166.94,3.56000
CAR,17,2022,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,1204540.00,0.32000
Myanmar,59,2019,Government of Australia,2,3,Australia,3538018.69,0.86000
Yemen,64,2018,Government of France,50,50,France,455062.57,0.04000
Venezuela,83,2026,IRISH AID,23,13,Ireland,1162790.70,1.49000
Ethiopia,53,2008,Government of the United Kingdom (Former DFID),19,9,United Kingdom,28489852.18,2.54000
Ethiopia,53,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,14598519.05,1.30000
oPt,67,2018,Government of Belgium,4,6,Belgium,2962962.96,0.59000
Syria Cross border,70,2014,Government of Denmark,5,8,Denmark,2342782.56,0.20000
Jordan,73,2018,Government of Germany,7,11,Germany,2844141.07,4.36000
Syria,62,2015,Government of Malaysia,69,69,Malaysia,500000.00,0.07000
Iraq,72,2017,Government of Belgium,4,6,Belgium,6739443.43,1.78000
Ukraine,81,2025,Government of Finland,6,10,Finland,3409090.91,0.30000
Sudan,15,2022,USAID,251,102,United States,8000000.00,0.47000
DRC,24,2016,IRISH AID,23,13,Ireland,3278970.00,0.22000
Yemen,64,2013,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3826632.31,0.31000
Yemen,64,2015,Sida,20,22,Sweden,6875816.84,0.55000
Yemen,64,2026,Kuwait,64,64,Kuwait,500000.00,0.04000
oPt,67,2020,Government of Cyprus,45,45,Cyprus,24400.00,0.00000
Ethiopia,53,2023,Government of Netherlands,11,16,Netherlands,13969800.00,1.25000
DRC,24,2025,Government of Norway,12,17,Norway,2443257.20,0.16000
Syria,62,2022,Japan,60,60,Japan,200673.00,0.03000
Syria,62,2018,Jersey,120,120,Jersey,705218.62,0.09000
Ukraine,81,2024,Government of Republic of Korea,14,63,Republic of Korea,10000000.00,0.89000
Ukraine,81,2024,Catalan Agency for Development Cooperation,1016,185,Catalan Agency for Development Cooperation,309548.79,0.03000
Ethiopia,53,2018,United States,102,102,United States,14750000.00,1.32000
South Sudan,19,2015,Government of Belgium,4,6,Belgium,2205832.00,0.18000
Sudan,15,2017,Government of Norway,12,17,Norway,1254657.92,0.07000
Myanmar,59,2022,Government of Luxembourg,10,15,Luxembourg,380434.78,0.09000
Myanmar,59,2020,Government of Republic of Korea,14,63,Republic of Korea,300000.00,0.07000
Afghanistan,23,2024,Government of Norway,12,17,Norway,1881183.86,0.16000
Syria Cross border,70,2018,Government of Switzerland,16,24,Switzerland,2526858.70,0.22000
CAR,17,2025,Government of the United Kingdom (Former DFID),19,9,United Kingdom,6720430.11,1.78000
Syria,62,2023,Government of Netherlands,11,16,Netherlands,8591222.72,1.13000
Somalia,21,2023,Government of Denmark,5,8,Denmark,6033383.59,0.68000
Afghanistan,23,2021,Government of Germany,7,11,Germany,93458567.21,7.87000
Afghanistan,23,2020,Government of Republic of Korea,14,63,Republic of Korea,2500000.00,0.21000
Somalia,21,2011,Swiss Agency for Development and Cooperation,22,24,Switzerland,3374374.11,0.38000
CAR,17,2019,Jersey Overseas Aid,205,120,Jersey,578006.80,0.15000
Myanmar,59,2020,Government of Germany,7,11,Germany,1671934.58,0.41000
Yemen,64,2015,Government of Switzerland,16,24,Switzerland,3159882.88,0.25000
Burkina Faso (RhPF-WCA),85,2025,Government of Switzerland,16,24,Switzerland,1231527.10,1.31000
Ethiopia,53,2023,Government of Germany,7,11,Germany,14663579.47,1.31000
Ethiopia,53,2008,IRISH AID,23,13,Ireland,4352602.22,0.39000
Syria,62,2021,Government of Germany,7,11,Germany,3516998.83,0.46000
Nigeria,75,2021,Government of Azerbaijan,3,5,Azerbaijan,16666.67,0.00000
Nigeria,75,2017,Government of Belgium,4,6,Belgium,2358490.57,0.62000
Nigeria,75,2017,Government of Sri Lanka,123,121,Sri Lanka,1250.00,0.00000
Nigeria,75,2025,Government of Norway,12,17,Norway,784657.74,0.21000
Ukraine,81,2023,Government of Luxembourg,10,15,Luxembourg,382096.07,0.03000
Yemen,64,2018,Government of Luxembourg,10,15,Luxembourg,370370.37,0.03000
Yemen,64,2024,Government of Luxembourg,10,15,Luxembourg,273522.98,0.02000
Yemen,64,2021,Mexico,73,73,Mexico,50000.00,0.00000
CAR,17,2025,Japan,60,60,Japan,500000.00,0.13000
Lebanon,71,2018,Qatar,87,87,Qatar,499995.55,0.16000
Haiti (RhPF-LAC),88,2025,Government of Switzerland,16,24,Switzerland,1315136.48,0.93000
Yemen,64,2023,Government of Cyprus,45,45,Cyprus,53533.19,0.00000
Syria,62,2024,Government of Norway,12,17,Norway,3129883.04,0.41000
Iraq,72,2018,Government of Luxembourg,10,15,Luxembourg,370370.37,0.10000
Iraq,72,2018,Government of Germany,7,11,Germany,9318181.82,2.46000
Nigeria,75,2025,Government of Germany,7,11,Germany,2083333.33,0.55000
Ukraine,81,2021,EUROPEAN UNION,105,105,European Commission,1162790.70,0.10000
Burkina Faso (RhPF-WCA),85,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),3607.42,0.00000
South Sudan,19,2020,Government of Germany,7,11,Germany,16442217.51,1.33000
CAR,17,2012,IRISH AID,23,13,Ireland,2465530.40,0.65000
South Sudan,19,2023,Jersey Overseas Aid,205,120,Jersey,177419.55,0.01000
Haiti,54,2010,Benin,34,34,Benin,86000.00,0.09000
Haiti,54,2014,Government of the United Kingdom (Former DFID),19,9,United Kingdom,1659000.00,1.76000
